,company_name,company_brand,company_halal_status,company_address,city,state,halal_expiry_date,company_info_url,category,subcategory,scraped_at
6112,DUNKIN' DONUTS - FOOD GARDEN(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 LOT FG13, LEVEL 2, MAIN TERMINAL BUILDING (MTB) KL INTERNATIONAL AIRPORT, KLIA 64000, Sepang Selangor",Sepang,Selangor,15/06/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:46.698339
6113,DUNKIN' DONUTS - GIANT BATU CAVES(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 LOT NO A4 LOT 10243,  GIANT HYPERMARKET BATU CAVES, Bandar Selayang, Batu Caves  68100, Gombak Selangor",Gombak,Selangor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:46.698481
6114,DUNKIN' DONUTS - KLIA (LEVEL 5)(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 NO.6, LEVEL 5, DEPARTURE HALL KL INTERNATIONAL AIRPORT 64000, Sepang Selangor",Sepang,Selangor,31/01/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:46.698616
6115,DUNKIN' DONUTS - KLIA (LEVEL 5)(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 NO.6, LEVEL 5, DEPARTURE HALL KL INTERNATIONAL AIRPORT 64000, Sepang Selangor",Sepang,Selangor,31/01/2027,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:46.698750
6116,DUNKIN' DONUTS - KLIA CP4(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 LOT CPI-4-A05 CONTACT PIER INTERNATIONAL KUALA LUMPUR INTERNATIONAL AIRPORT 64000, Sepang Selangor",Sepang,Selangor,15/07/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:46.698889
6117,DUNKIN' DONUTS - LOTUS SETIA ALAM(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 LOT G11, NO. 2, JALAN SETIA PRIMA SU13/S, SETIA ALAM Seksyen U13, Shah Alam, Selangor 40170, Petaling Selangor",Shah Alam,Selangor,15/02/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:46.699018
6118,DUNKIN' DONUTS - LOTUS SETIA ALAM(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 LOT G11, NO. 2, JALAN SETIA PRIMA SU13/S, SETIA ALAM Seksyen U13, Shah Alam, Selangor 40170, Petaling Selangor",Shah Alam,Selangor,15/02/2027,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:46.699144
6119,DUNKIN' DONUTS - LOTUS'S AMPANG(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 LOT OL4, GF, LOTUS'S STORE JALAN PANDAN PRIMA DATARAN PANDAN PRIMA 55100, Hulu Langat Selangor",Hulu Langat,Selangor,15/07/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:46.699290
6120,DUNKIN' DONUTS - LRT TAMAN JAYA(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 K5, CONCOURSE LEVEL,  KELANA JAYA LINE, PJS 52, PETALING JAYA, 46200, Petaling Selangor",Petaling Jaya,Selangor,15/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.093721
6121,DUNKIN' DONUTS - MEX NORTH(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 LOT 9 & 10 HENTIAN REHAT & RAWAT SERI KEMBANGAN, (ARAH UTARA), LEBUHRAYA MAJU EXPRESSWAY (MEX), SERI KEMBANGAN 43300, Petaling Selangor",Petaling,Selangor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.093920
6122,DUNKIN' DONUTS - MEX SOUTH(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 1 & 2, HENTIAN REHAT & RAWAT SERI KEMBANGAN, (ARAH SELATAN),  LEBUHRAYA MAJU EXPRESSWAY (MEX), 43300, Petaling Selangor",Petaling,Selangor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.094093
6123,DUNKIN' DONUTS - MITSUI KIOSK 12(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 KIOSK 12, GROUND FLOOR, MITSUI OUTLET PARK PERSIARAN KOMERSIAL, KLIA SEPANG 64000, Sepang Selangor",Sepang,Selangor,15/06/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.094258
6124,DUNKIN' DONUTS - MYDIN USJ(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 LOT NO. G-30, MYDIN WHOLESALE HYPERMARKET Lot 675 & 676, Persiaran Subang Permai Subang Jaya 47610, Petaling Selangor",Subang Jaya,Selangor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.094413
6125,DUNKIN' DONUTS - MYDIN USJ(GOLDEN DONUTS SDN BHD),DUNKIN` DONUTS,Halal,"
			 			 LOT NO. G-30, MYDIN WHOLESALE HYPERMARKET Lot 675 & 676, Persiaran Subang Permai Subang Jaya 47610, Petaling Selangor",Subang Jaya,Selangor,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.094582
6126,DUNKIN' DONUTS - PETRONAS KARAK HIGHWAY(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 PETRONAS SERVICE STATION  Lot Pt No. 6075 HS(M) 2384 MUKIM SETAPAK  68100, Gombak Selangor",Gombak,Selangor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.094755
6127,DUNKIN' DONUTS - PETRONAS KLIA 1(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 PETRONAS SERVICE STATION LOT PT 3906, KLIA 1 JALAN TERMINAL 64000, Sepang Selangor",Sepang,Selangor,15/06/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.094929
6128,DUNKIN' DONUTS - PETRONAS KLIA 2(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 PETRONAS SERVICE STATION, KLIA 2, Jalan Lapangan Terbang Antarabangsa Sepang,  64000, Sepang Selangor",Sepang,Selangor,31/01/2027,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.095110
6129,DUNKIN' DONUTS - PETRONAS KLIA 2(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 PETRONAS SERVICE STATION, KLIA 2, Jalan Lapangan Terbang Antarabangsa Sepang,  64000, Sepang Selangor",Sepang,Selangor,31/01/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.095269
6130,DUNKIN' DONUTS - PETRONAS NKVE(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 PETRONAS SERVICE STATION,LOT NO 15385, NEW KLANG VALLEY EXPRESSWAY(NKVE) MUKIM Sg. Buloh 47800, Petaling Selangor",Klang,Selangor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.095416
6131,DUNKIN' DONUTS - PETRONAS SHAH ALAM(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 PETRONAS SERVICE STATION, NO.2 JALAN AKUATIK A 13/64 A Seksyen 13,  40100, Petaling Selangor",Petaling,Selangor,15/07/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.095577
6132,DUNKIN' DONUTS - PETRONAS ULU BERNAM(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 HULU BERNAM REST AREA,  KM 124, Plus Highway,  35900, Hulu Selangor Selangor",Hulu Selangor,Selangor,15/06/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.095741
6133,DUNKIN' DONUTS - R&R RAWANG(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 LOT RWGNB-OL3 & OL4, KWSN REHAT & RAWAT RAWANG, (Arah utara lebuhraya Tg. Malim - Sg. Buloh), 48000, Gombak Selangor",Rawang,Selangor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.095891
6134,DUNKIN' DONUTS - SETIA CITY MALL(GOLDEN DONUTS SDN BHD),DUNKIN' DONUTS,Halal,"
			 			 LG-K-103, SETIA CITY MALL  NO.7, PERSIARAN SETIA DAGANG, BANDAR SETIA ALAM  SEK U13 40170, Petaling Selangor",Petaling,Selangor,15/02/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.096036
6135,DUNKIN' DONUTS - SETIA CITY MALL(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 LG-K-103, SETIA CITY MALL  NO.7, PERSIARAN SETIA DAGANG, BANDAR SETIA ALAM  SEK U13 40170, Petaling Selangor",Petaling,Selangor,15/02/2027,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.096179
6136,DUNKIN' DONUTS - SUNWAY PYRAMID(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 LOT LL2.34, No.3 Jalan PJS 11/15, Bandar Sunway, Selangor Darul Ehsan 47600, Petaling Selangor",Petaling,Selangor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.096320
6137,DUNKIN' DONUTS - SUNWAY PYRAMID(GOLDEN DONUTS SDN BHD),DUNKIN` DONUTS,Halal,"
			 			 LOT LL2.34, No.3 Jalan PJS 11/15, Bandar Sunway, Selangor Darul Ehsan 47600, Petaling Selangor",Petaling,Selangor,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.096463
6138,DUNKIN' DONUTS GATEWAY@KLIA2(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 LOT NO. L2-27A & 28, GATEWAY@KLIA2, LEVEL 2 Terminal KLIA2, KL International Airport Jalan KLIA 2/1 64000, Sepang Selangor",Sepang,Selangor,31/01/2025,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.096601
6139,DUNKIN' DONUTS GATEWAY@KLIA2(GOLDEN DONUTS SDN BHD),,Halal,"
			 			 LOT NO. L2-27A & 28, GATEWAY@KLIA2, LEVEL 2 Terminal KLIA2, KL International Airport Jalan KLIA 2/1 64000, Sepang Selangor",Sepang,Selangor,31/01/2027,directory/slm_viewdetail.php?comp_code=COMP-20050927-115223&type=P,PE,PE,2024-12-30 11:19:48.096736
6140,TONY ROMA'S SETIA CITY MALL(GRAND COMPANIONS SDN BHD),TONY ROMA'S,Halal,"
			 			 UG-29, SETIA CITY MALL, PERSIARAN SETIA DAGANG,  40170, Petaling Selangor",Petaling,Selangor,15/07/2025,directory/slm_viewdetail.php?comp_code=COMP-20081112-162214&type=P,PE,PE,2024-12-30 11:19:49.268770
6141,GRAND DREAM SDN. BHD(GRAND DREAM SDN. BHD.),NASI AYAM HAILAM,Halal,"
			 			 NO. 2, (GROUND FLOOR),  JALAN 52/10, PJ NEW TOWN CENTRE PETALING JAYA 46200, Petaling Selangor",Petaling Jaya,Selangor,15/03/2026,directory/slm_viewdetail.php?comp_code=COMP-20190317-125244&type=P,PE,PE,2024-12-30 11:19:49.268961
6142,GRAND REVER SDN BHD(GRAND REVER SDN BHD),,Halal,"
			 			 LOT 56, AMPANG POINT, JALAN MAMANDA 9, TAMAN DATO AHMAD RAZALI,  Ampang 68000,  Tiada Maklumat Daerah Selangor",,Selangor,15/02/2026,directory/slm_viewdetail.php?comp_code=COMP-20200909-090915&type=P,PE,PE,2024-12-30 11:19:49.269147
6143,GRAND SUTERA SDN BHD(GRAND SUTERA SDN BHD ),Grand Sutera Catering,Halal,"
			 			 NO 55-G, TINGKAT BAWAH, JALAN MOHD TAHIR 8/KS02,  TAMAN SAUJANA ,  OFF JALAN SG JATI 41200, Klang Selangor",Klang,Selangor,15/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20230502-174808&type=P,PE,PE,2024-12-30 11:19:49.269318
6144,CHATRAMUE AEON RAWANG SHOPPING CENTRE(GREY HERON SDN BHD),ChaTraMue Malaysia,Halal,"
			 			 LOT KG 02, AEON RAWANG SHOPPING CENTRE Taman Anggun, 48000, Gombak Selangor",Rawang,Selangor,31/10/2026,directory/slm_viewdetail.php?comp_code=COMP-20240322-102210&type=P,PE,PE,2024-12-30 11:19:49.269476
6145,CHATRAMUE AEON TAMAN EQUINE(GREY HERON SDN BHD),ChaTraMue Malaysia,Halal,"
			 			 LOT NO.GK2, GROUND FLOOR AEON Taman Equine Shoppping Centre Taman Equine 43300, Petaling Selangor",Petaling,Selangor,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20240322-102210&type=P,PE,PE,2024-12-30 11:19:49.269654
6146,CHATRAMUE IOI MALL PUCHONG(GREY HERON SDN BHD),ChaTraMue Malaysia,Halal,"
			 			 FS25, FIRST FLOOR, IOI MALL PUCHONG Jalan Puchong, Bandar Puchong Jaya 47170, Petaling Selangor",Puchong,Selangor,31/08/2026,directory/slm_viewdetail.php?comp_code=COMP-20240322-102210&type=P,PE,PE,2024-12-30 11:19:49.269824
6147,CHATRAMUE IPC MUTIARA DAMANSARA(GREY HERON SDN BHD),ChaTraMue Malaysia,Halal,"
			 			 LOT LG1.02, JALAN PJU 7/2 IPC Mall Mutiara Damansara 47800, Petaling Selangor",Petaling,Selangor,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20240322-102210&type=P,PE,PE,2024-12-30 11:19:49.269987
6148,CHATRAMUE METRO POINT KAJANG(GREY HERON SDN BHD),ChaTraMue Malaysia,Halal,"
			 			 LOT GL-8, TINGKAT BAWAH Jalan Jelok Jelok 8, Metro Point 43000, Hulu Langat Selangor",Hulu Langat,Selangor,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20240322-102210&type=P,PE,PE,2024-12-30 11:19:49.270151
6149,CHATRAMUE TAMARIND SQUARE(GREY HERON SDN BHD),ChaTraMue Malaysia,Halal,"
			 			 D1-03-03A, BLOK D1, Tamarind Square, Cyber 10 63000, Sepang Selangor",Sepang,Selangor,31/08/2026,directory/slm_viewdetail.php?comp_code=COMP-20240322-102210&type=P,PE,PE,2024-12-30 11:19:49.270311
6150,H.N.R FOOD INDS(H.N.R FOOD IND),,Halal,"
			 			 N 07, KAWASAN REHAT & RAWAT DENGKIL UTARA 42700, Kuala Langat Selangor",Kuala Langat,Selangor,15/08/2025,directory/slm_viewdetail.php?comp_code=COMP-20100724-220744&type=P,PE,PE,2024-12-30 11:19:49.270463
6151,HAJRIS FOOD INDUSTRIES SDN BHD(HAJRIS FOOD INDUSTRIES SDN BHD (FORMERLY KNOW AS: HAJRIS RETAIL SDN BHD)),,Halal,"
			 			 NO 3, JALAN SS13/3B SUBANG JAYA INDUSTRIAL PARK 46000, Petaling Selangor",Subang Jaya,Selangor,31/01/2026,directory/slm_viewdetail.php?comp_code=COMP-20170814-143542&type=P,PE,PE,2024-12-30 11:19:49.270608
6152,HAND PULLED NOODLE SDN BHD(HAND PULLED NOODLE SDN BHD),,Halal,"
			 			 LOT NO G57 GROUND FLOOR,AEON RAWANG SHOPPING CENTRE, NO 1 PERSIARAN ANGGUN , TAMAN ANGGUN  48000, Gombak Selangor",Rawang,Selangor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20190709-084718&type=P,PE,PE,2024-12-30 11:19:49.270737
6153,HAROLD'S BREAD (LOTUS'S BUKIT BERUNTUNG)(HAROLDS BREAD (M) SDN BHD),HAROLD'S BREAD,Halal,"
			 			 LOT NO G21 LOTUS'S BUKIT BERUNTUNG 48300, Hulu Selangor Selangor",Bukit Beruntung,Selangor,31/07/2026,directory/slm_viewdetail.php?comp_code=COMP-20140318-212352&type=P,PE,PE,2024-12-30 11:19:49.270867
6154,HAROLD'S BREAD (MYDIN USJ)(HAROLDS BREAD (M) SDN BHD),HAROLD'S BREAD,Halal,"
			 			 PHKP (IPOH) SDN. BHD G-15, G-16 & G-17, MYDIN MALL SUBANG JAYA, USJ 1, 47500, Petaling Selangor",Subang Jaya,Selangor,31/07/2026,directory/slm_viewdetail.php?comp_code=COMP-20140318-212352&type=P,PE,PE,2024-12-30 11:19:49.271000
6155,HAROLD'S BREAD (R&R RAWANG)(HAROLDS BREAD (M) SDN BHD),HAROLD'S BREAD,Halal,"
			 			 KM 440.0 LEBUHRAYA UTARA-SELATAN, KWSN REHAT & RAWAT RAWANG, ARAH UTARA, 48000, Gombak Selangor",Rawang,Selangor,15/06/2025,directory/slm_viewdetail.php?comp_code=COMP-20140318-212352&type=P,PE,PE,2024-12-30 11:19:49.271138
6156,SOUP & PORRIDGE(HAZIQ ENTERPRISE),"SOUP & PORRIDGE (R&R Jejantas Sg.Buloh, Lebuhraya PLUS)",Halal,"
			 			 RESTORAN JEJANTAS SUNGAI BULOH LOT S10-NB & S12-NB,ARAH UTARA LEBUHRAYA UTARA SELATAN PLUS 47000, Petaling Selangor",Petaling,Selangor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20110803-130028&type=P,PE,PE,2024-12-30 11:19:49.271287
6157,HBCT BAKE SDN BHD - HBCT @ SUNWAY PYRAMID(HBCT BAKE SDN. BHD.),HOKKAIDO BAKED CHEESE TART,Halal,"
			 			 F1.AV.11A,FIRST FLOOR, ASIAN AVENUE, Sunway Pyramid Shopping Mall, 47500, Petaling Selangor",Petaling,Selangor,31/10/2026,directory/slm_viewdetail.php?comp_code=COMP-20160802-102428&type=P,PE,PE,2024-12-30 11:19:49.271446
6158,HBCT BAKE SDN BHD @ HBCT SETIA CITY MALL(HBCT BAKE SDN. BHD.),HOKKAIDO BAKED CHEESE TART,Halal,"
			 			 LG 55, LOWER GROUND FLOOR, SETIA CITY MALL, Persiaran Setia Dagang,  Setia Alam, Seksyen U13 40170, Petaling Selangor",Petaling,Selangor,15/06/2025,directory/slm_viewdetail.php?comp_code=COMP-20160802-102428&type=P,PE,PE,2024-12-30 11:19:49.271595
6159,HL RESTAURANT & CAFE(HL RESTAURANT & CAFE),HL RESTAURANT & CAFE,Halal,"
			 			 LOT 7608, BATU 1, 43900, Sepang Selangor",Sepang,Selangor,30/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20200917-114706&type=P,PE,PE,2024-12-30 11:19:49.271734
6160,HNF CATERING SDN BHD(HNF CATERING SDN BHD (F.K.A:HAN NAM FONG CATERING SDN BHD)),,Halal,"
			 			 10, JALAN TPP 5/2 Taman Perindustrian Puchong Puchong 47100, Petaling Selangor",Puchong,Selangor,15/09/2026,directory/slm_viewdetail.php?comp_code=COMP-20060517-110443&type=P,PE,PE,2024-12-30 11:19:50.349644
6161,GENBLU CAFE(HONG LEONG YAMAHA MOTOR SDN. BHD.),Genblu Cafe,Halal,"
			 			 KOMPLEKS HONG LEONG YAMAHA,  LOT.57, PERSIARAN BUKIT RAHMAN PUTRA 3,  BUKIT RAHMAN PUTRA, 47000, Gombak Selangor",Gombak,Selangor,15/12/2025,directory/slm_viewdetail.php?comp_code=COMP-20210119-164755&type=P,PE,PE,2024-12-30 11:19:50.349866
6162,LUCK BROS KOPI - KLIA TERMINAL 2(HORIZON MIRACLE SDN. BHD.),,Halal,"
			 			 LOT NO. L3-30, 31 & 32, LEVEL 3 GATEWAY @ KLIA 2,  TERMINAL KLIA 2, KL INTERNATIONAL AIRPORT, JALAN KLIA 2/1 64000, Sepang Selangor",Sepang,Selangor,31/01/2026,directory/slm_viewdetail.php?comp_code=COMP-20230926-163251&type=P,PE,PE,2024-12-30 11:19:50.350047
6163,BANQUET KITCHEN(HORSEDALE DEVELOPMENT BERHAD ),GLENMARIE HOTEL AND GOLF RESORT,Halal,"
			 			 GROUND FLOOR 1 JALAN USAHAWAN U1/8 SEKSYEN U1 40150, Petaling Selangor",Petaling,Selangor,31/10/2025,directory/slm_viewdetail.php?comp_code=COMP-20120418-210658&type=P,PE,PE,2024-12-30 11:19:50.350214
6164,GARDE MANGER & BUTCHER(HORSEDALE DEVELOPMENT BERHAD ),GLENMARIE HOTEL AND GOLF RESORT,Halal,"
			 			 GROUND FLOOR 1 JALAN USAHAWAN U1/8 SEKSYEN U1 40150, Petaling Selangor",Petaling,Selangor,31/10/2025,directory/slm_viewdetail.php?comp_code=COMP-20120418-210658&type=P,PE,PE,2024-12-30 11:19:50.350377
6165,KITES RESTAURANT & KITCHEN(HORSEDALE DEVELOPMENT BERHAD ),GLENMARIE HOTEL AND GOLF RESORT,Halal,"
			 			 GLENMARIE HOTEL AND GOLF RESORT  1, JALAN USAHAWAN U1/8 SEKSYEN U1/8 40150, Petaling Selangor",Petaling,Selangor,31/03/2026,directory/slm_viewdetail.php?comp_code=COMP-20120418-210658&type=P,PE,PE,2024-12-30 11:19:50.350550
6166,PASTRY KITCHEN(HORSEDALE DEVELOPMENT BERHAD ),GLENMARIE HOTEL AND GOLF RESORT,Halal,"
			 			 GROUND FLOOR 1 JALAN USAHAWAN U1/8 SEKSYEN U1 40150, Petaling Selangor",Petaling,Selangor,31/10/2025,directory/slm_viewdetail.php?comp_code=COMP-20120418-210658&type=P,PE,PE,2024-12-30 11:19:50.350711
6167,HOT PINDANG KITCHEN(HOT PINDANG KITCHEN SDN.BHD),HOT PINDANG KITCHEN,Halal,"
			 			 NO. 11 & 13, JALAN CHEONG SAM 10/11, Seksyen 10, Shah Alam, 40000, Petaling Selangor",Shah Alam,Selangor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20130823-143132&type=P,PE,PE,2024-12-30 11:19:50.350862
6168,BUTCHERY KITCHEN(HOTEL ARMADA (PJ) SDN BHD),,Halal,"
			 			 GFLOOR, LOT 6, LORONG UTARA C, SECTION 52 46200, Petaling Selangor",Petaling,Selangor,15/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20050614-091349&type=P,PE,PE,2024-12-30 11:19:50.351013
6169,COLD KITCHEN(HOTEL ARMADA (PJ) SDN BHD),,Halal,"
			 			 G FLOOR, LOT 6, LORONG UTARA C, SECTION 52 46200, Petaling Selangor",Petaling,Selangor,15/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20050614-091349&type=P,PE,PE,2024-12-30 11:19:50.351162
6170,MALAY KITCHEN (DAPUR MELAYU)(HOTEL ARMADA (PJ) SDN BHD),,Halal,"
			 			 TINGKAT 3, LOT 6,  Lorong Utara C, Section 52 Petaling Jaya, Selangor 46200, Petaling Selangor",Petaling Jaya,Selangor,15/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20050614-091349&type=P,PE,PE,2024-12-30 11:19:50.351316
6171,PASTRY KITCHEN(HOTEL ARMADA (PJ) SDN BHD),,Halal,"
			 			 G FLOOR, LOT 6, LORONG UTARA C, SECTION 52  Pejabat Pos Jalan Sultan 46200, Petaling Selangor",Petaling,Selangor,15/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20050614-091349&type=P,PE,PE,2024-12-30 11:19:50.351480
6172,SHOW KITCHEN(HOTEL ARMADA (PJ) SDN BHD),,Halal,"
			 			 G FLOOR, LOT 6,  Lorong Utara C, Section 52 46200, Petaling Selangor",Petaling,Selangor,15/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20050614-091349&type=P,PE,PE,2024-12-30 11:19:50.351638
6173,UTARA COFFEE HOUSE KITCHEN (DAPUR UTAMA)(HOTEL ARMADA (PJ) SDN BHD),,Halal,"
			 			 G FLOOR, LOT 6,  Lorong Utara C, Section 52 46200, Petaling Selangor",Petaling,Selangor,15/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20050614-091349&type=P,PE,PE,2024-12-30 11:19:50.351795
6174,BANANA BRO SUBANG PARADE(HTFU RESTAURANTS SDN. BHD. ),,Halal,"
			 			  LG27A, LOWER GROUND FLOOR, SUBANG PARADE, Jalan Kemajuan Subang,  Ss 16, 47500, Petaling Selangor",Petaling,Selangor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20190218-092943&type=P,PE,PE,2024-12-30 11:19:50.351956
6175,BANANABRO - KOTA DAMANSARA(HTFU RESTAURANTS SDN. BHD. ),,Halal,"
			 			 25-1 JALAN PJU 5/9 DATARAN SUNWAY KOTA DAMANSARA, PETALING JAYA 47810, Petaling Selangor",Petaling Jaya,Selangor,30/09/2026,directory/slm_viewdetail.php?comp_code=COMP-20190218-092943&type=P,PE,PE,2024-12-30 11:19:50.352114
6176,BANANABRO AEON BUKIT TINGGI(HTFU RESTAURANTS SDN. BHD. ),,Halal,"
			 			 LOT F02, AEON MALL BUKIT TINGGI, 1,  KLANG,  PERSIARAN BATU NILAM 1/KS 6,  KLANG, SELANGOR 41200, Klang Selangor",Klang,Selangor,30/04/2026,directory/slm_viewdetail.php?comp_code=COMP-20190218-092943&type=P,PE,PE,2024-12-30 11:19:50.352268
6177,BANANABRO AEON RAWANG(HTFU RESTAURANTS SDN. BHD. ),,Halal,"
			 			 LOT G55, GROUND FLOOR, AEON MALL RAWANG,  PERSIARAN ANGGUN TAMAN ANGGUN,  48000 RAWANG 48000, Gombak Selangor",Rawang,Selangor,30/04/2026,directory/slm_viewdetail.php?comp_code=COMP-20190218-092943&type=P,PE,PE,2024-12-30 11:19:50.352425
6178,BANANABRO AEON SHAH ALAM(HTFU RESTAURANTS SDN. BHD. ),BANANABRO,Halal,"
			 			 LOT S 12, AEON MALL,  JALAN AKUATIK 13/64,   SEKSYEN 13, 40100, Kuala Selangor Selangor",Kuala Selangor,Selangor,15/07/2026,directory/slm_viewdetail.php?comp_code=COMP-20190218-092943&type=P,PE,PE,2024-12-30 11:19:50.352587
6179,BANANABRO AMPANG POINT(HTFU RESTAURANTS SDN. BHD. ),,Halal,"
			 			 LOT NO. FM11,12,13,13A,15,19,20, G17&COMMON AREA, AMPANG POINT SHOPPING CENTRE JALAN MAMANDA 3, AMPANG POINT 68000, Kuala Langat Selangor",Kuala Langat,Selangor,15/01/2026,directory/slm_viewdetail.php?comp_code=COMP-20190218-092943&type=P,PE,PE,2024-12-30 11:19:50.352751
6180,BANANABRO CENTRAL I - CITY(HTFU RESTAURANTS SDN. BHD. ),BANANABRO,Halal,"
			 			 L3-28, CENTRAL I-CITY , Lot 1 I-City Persiaran Multimedia, Seksyen 7, Shah Alam 40000, Petaling Selangor",Shah Alam,Selangor,15/07/2026,directory/slm_viewdetail.php?comp_code=COMP-20190218-092943&type=P,PE,PE,2024-12-30 11:19:51.464769
6181,BANANABRO CITTA MALL(HTFU RESTAURANTS SDN. BHD. ),,Halal,"
			 			 G-43A GROUND FLOOR CITTA MALL, NO 1, JALAN PJU 1A/48, PJU 1A, ARA DAMANSARA 47301, Petaling Selangor",Petaling,Selangor,15/01/2026,directory/slm_viewdetail.php?comp_code=COMP-20190218-092943&type=P,PE,PE,2024-12-30 11:19:51.464933
