,company_name,company_brand,company_halal_status,company_address,city,state,halal_expiry_date,company_info_url,category,subcategory,scraped_at
718,ORCHID FOODS SDN BHD(ORCHID FOODS SDN. BHD.),NYONYA DYNASTY,Halal,"
			 			 29, JALAN DHOBY BANDAR JOHOR BAHRU 80000, Johor Bharu Johor",Johor Bahru,Johor,31/10/2025,directory/slm_viewdetail.php?comp_code=COMP-20230217-191922&type=P,PE,PE,2024-12-30 11:14:23.450226
719,KEDAI KOPITIAM ORIENTAL KOPI (AEON TEBRAU)(ORIENTAL COFFEE INTERNATIONAL SDN BHD),ORIENTAL KOPI,Halal,"
			 			 LOT G117, AEON TEBRAU CITY SHOPPING CENTRE 3, PERSIARAN DESA TEBRAU, TAMAN DESA TEBRAU 81100, Johor Bharu Johor",Tebrau,Johor,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20220627-223900&type=P,PE,PE,2024-12-30 11:14:23.450374
720,KEDAI KOPITIAM ORIENTAL KOPI (JOHOR BAHRU CITY SQUARE)(ORIENTAL COFFEE INTERNATIONAL SDN BHD),ORIENTAL KOPI,Halal,"
			 			 LOT NO. MB-06 & MB-07, LEVEL B1, KOMPLEKS CITY SQUARE,  106-108, JALAN WONG AH FOOK 80000, Johor Bharu Johor",Johor Bharu,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20220627-223900&type=P,PE,PE,2024-12-30 11:14:24.546652
721,KEDAI KOPITIAM ORIENTAL KOPI (MID VALLEY SOUTHKEY)(ORIENTAL COFFEE INTERNATIONAL SDN BHD),ORIENTAL KOPI,Halal,"
			 			 LG-054 & LGK-03A 1, LOWER GROUND FLOOR THE MALL MIDVALLEY SOUTHKEY,  PERSIARAN SOUTHKEY 1, KOTA SOUTHKEY 80150, Johor Bharu Johor",Johor Bharu,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20220627-223900&type=P,PE,PE,2024-12-30 11:14:24.546840
722,SPECIALTY STORE ORIENTAL KOPI (ST.GILES)(ORIENTAL COFFEE INTERNATIONAL SDN BHD),ORIENTAL KOPI,Halal,"
			 			 LOUNGE 02 (ST GILES SOUTHKEY HOTEL LOBBY) GF SOUTHKEY ST GILES HOTEL PERSIARAN SOUTHKEY 1,  KOTA SOUTHKEY,  80150, Johor Bharu Johor",Johor Bharu,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20220627-223900&type=P,PE,PE,2024-12-30 11:14:24.547011
723,TAI HING SING(PAGOH KOPITIAM),,Halal,"
			 			 GERAI 8, DATARAN PAGOH SELATAN  LEBUHTAYA UTARA -SELATAN  84600, Muar Johor",Muar,Johor,15/03/2026,directory/slm_viewdetail.php?comp_code=COMP-20140602-163536&type=P,PE,PE,2024-12-30 11:14:24.547164
724,ME'NATE STEAK HUB JOHOR BAHRU(PALACE BUTCHER RESOURCES SDN. BHD.),ME'NATE STEAK HUB,Halal,"
			 			 NO. 113, 113A, 115 & 115A,  JALAN GLASIAR, TAMAN TASEK 80200, Johor Bharu Johor",Johor Bharu,Johor,30/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20180720-105819&type=P,PE,PE,2024-12-30 11:14:24.547323
725,HWC COFFEE AEON TEBRAU(PALATERIUM SDN. BHD.),,Halal,"
			 			 S12 AEON MALL TEBRAU CITY, JALAN DESA TEBRAU, TAMAN DESA TEBRAU 81100, Johor Bharu Johor",Tebrau,Johor,15/09/2026,directory/slm_viewdetail.php?comp_code=COMP-20220915-001320&type=P,PE,PE,2024-12-30 11:14:24.547464
726,HWC COFFEE PARADIGM MALL(PALATERIUM SDN. BHD.),,Halal,"
			 			 1FK-01A , FIRST FLOOR PARADIGM MALL,  81200, Johor Bharu Johor",Johor Bharu,Johor,15/09/2026,directory/slm_viewdetail.php?comp_code=COMP-20220915-001320&type=P,PE,PE,2024-12-30 11:14:24.547619
727,PANCHOR SHOP(PANCHOR SHOP),,Halal,"
			 			 NO 7, KM 146, LEBUHRAYA UTARA SELATAN 84500, Muar Johor",Muar,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20230410-230607&type=P,PE,PE,2024-12-30 11:14:24.547758
728,KITCHEN  PENANG STREET RESTAURANT(PANDAN PRIMA SDN BHD),GOODHOPE HOTEL SKUDAI,Halal,"
			 			 NO 1 JALAN RONGGENG 5 TAMAN SKUDAI BARU 81300, Johor Bharu Johor",Skudai,Johor,31/08/2025,directory/slm_viewdetail.php?comp_code=COMP-20130118-095734&type=P,PE,PE,2024-12-30 11:14:24.547911
729,PENANG STREET RESTAURANT(PANDAN PRIMA SDN BHD),GOODHOPE HOTEL SKUDAI,Halal,"
			 			 NO 1 JALAN RONGGENG 5,  TAMAN SKUDAI BARU, 81300, Johor Bharu Johor",Skudai,Johor,31/08/2025,directory/slm_viewdetail.php?comp_code=COMP-20130118-095734&type=P,PE,PE,2024-12-30 11:14:24.548062
730,CAFE PANTAI HOSPITAL BATU PAHAT(PANTAI MEDICAL CENTRE SDN BHD (PANTAI HOSPITAL BATU PAHAT)),KITCHEN & CAFE PANTAI HOSPITAL BATU PAHAT,Halal,"
			 			 150, JALAN BINTANG SATU,  Taman Koperasi Bahagia, 83000, Batu Pahat Johor",Batu Pahat,Johor,30/06/2026,directory/slm_viewdetail.php?comp_code=COMP-20120420-084637&type=P,PE,PE,2024-12-30 11:14:24.548215
731,DAPUR PANTAI HOSPITAL BATU PAHAT(PANTAI MEDICAL CENTRE SDN BHD (PANTAI HOSPITAL BATU PAHAT)),KITCHEN & CAFE PANTAI HOSPITAL BATU PAHAT,Halal,"
			 			 150, JALAN BINTANG SATU,  Taman Koperasi Bahagia, 83000, Batu Pahat Johor",Batu Pahat,Johor,30/06/2026,directory/slm_viewdetail.php?comp_code=COMP-20120420-084637&type=P,PE,PE,2024-12-30 11:14:24.548365
732,SUBWAY AEON MALL KULAI(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 LOT C12, AEON MALL KULAIJAYA PTD 106273 PERSIARAN INDAHPURA 81000,  Tiada Maklumat Daerah Johor",Kulai,Johor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:24.548518
733,SUBWAY AEON TAMAN UNIVERSITI(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 SNN CORPORATION SDN BHD LOT09A, AEON TAMAN UNIVERSITI TAMAN UNIVERSITI 81300,  Tiada Maklumat Daerah Johor",,Johor,31/12/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:24.548680
734,SUBWAY BHPETROL R&R PAGOH SELATAN(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 BH PETROL R & R PAGOH SELATAN KAWASAN TEHAT DAN RAWAT PAGOH ARAH SELATAN KM 135, LEBUHRAYA UTARA SELATAN 84600, Muar Johor",Muar,Johor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:24.548839
735,SUBWAY BHPETROL R&R PAGOH UTARA(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 RAHMATUL ENTERPRISE KAWASAN R&R PAGOH NORTH BOUND RAS 84000,  Tiada Maklumat Daerah Johor",,Johor,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:24.549000
736,SUBWAY D'GARDEN(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 NO.12 (GROUND FLOOR), JALAN DESA BOTANI 1, TAMAN DESA BOTANI 83000,  Tiada Maklumat Daerah Johor",,Johor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:24.549153
737,SUBWAY GALLERIA @ KOTARAYA(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 LG 33 LEVEL LOWER GRD FLOOR GALLERIA @ KOTARAYA 80000,  Tiada Maklumat Daerah Johor",,Johor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:24.549305
738,SUBWAY KOTA MASAI(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 YO AN SDN. BHD. NO 3A JALAN EKOPERNIAGAAN 8 TAMAN KOTA MASAI 81700,  Tiada Maklumat Daerah Johor",,Johor,31/12/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:24.549458
739,SUBWAY KOTA TINGGI(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 SUBS TO 2ND LINK SDN. BHD. NO.09, ARAS BAWA JALAN NIAGA 08 81900,  Tiada Maklumat Daerah Johor",,Johor,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:24.549648
740,SUBWAY MERSING(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 PEGACORN RESTAURANTS SDN BHD NO.345H(GF), JALAN ISMAIL 86800,  Tiada Maklumat Daerah Johor",,Johor,28/02/2026,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.635644
741,SUBWAY MID VALLEY SOUTHKEY(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 LOT LG-004, LOWER GROUND MIDVALLEY SOUTHKEY 81100,  Tiada Maklumat Daerah Johor",,Johor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.635817
742,SUBWAY MYDIN MUTIARA RINI(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 S & B FOOD SDN BHD LOT G-12, MYDIN MUTIARA RINI TAMAN MUTIARA RINI 81300,  Tiada Maklumat Daerah Johor",,Johor,31/12/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.635984
743,SUBWAY PARADIGM MALL(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 LOT GF-36 & 37, PARADIGM MALL, JOHOR BAHRU, JALAN SKUDAI 81200,  Tiada Maklumat Daerah Johor",Johor Bahru,Johor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.636135
744,SUBWAY PETRON KLUANG(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 SUB REVOLUTION SDN BHD STESYEN MINYAK PETRON, JALAN 1 TAMAN BERSATU, JALAN BATU PAHAT 86000,  Tiada Maklumat Daerah Johor",Batu Pahat,Johor,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.636301
745,SUBWAY PETRONAS NUSA PERINTIS(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 SUBS TO 2ND LINK SDN. BHD. PTD 77623 TAMAN NUSA PERINTIS 79200,  Tiada Maklumat Daerah Johor",,Johor,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.636465
746,SUBWAY PETRONAS TAR(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 ONENESS FOOD SDN BHD PTB21742  JALAN TUN ABDUL RAZAK (PETRONAS) 80200,  Tiada Maklumat Daerah Johor",,Johor,31/12/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.636648
747,SUBWAY PONTIAN(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 NO. 12, JALAN EMAS 3 PUSAT PERNIAGAAN KOTA EMAS 82000,  Tiada Maklumat Daerah Johor",,Johor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.636801
748,SUBWAY SERI ALAM(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 M&N SERI ALAM SUPERSUB SDN BHD NO 12 JALAN SURIA BANDAR SERI ALAM 81750,  Tiada Maklumat Daerah Johor",,Johor,31/12/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.636966
749,SUBWAY SHELL MUAR(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 SUBWAY @ SHELL PETROL STATION NO. 29, JLN BAKRI 84000,  Tiada Maklumat Daerah Johor",,Johor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.637127
750,SUBWAY SHELL PULAI PERDANA(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 PEGACORN RESTAURANTS SDN BHD SHELL SRI PULAI PERDANA 2, PTD 105042 JALAN SKUDAI-PONTIAN, KANGKAR PULAI 81300,  Tiada Maklumat Daerah Johor",Skudai,Johor,28/02/2026,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.637290
751,SUBWAY STADIUM SULTAN IBRAHIM(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 ELAEIS FOOD PRODUCTS SDN. BHD. LOT ZONE C 01-01, STADIUM SULTAN IBRAHIM JALAN GELANG PATAH 79200,  Tiada Maklumat Daerah Johor",Gelang Patah,Johor,31/12/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.637460
752,SUBWAY SUNGAI RENGIT(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 NO 89 GROUND FLOOR JALAN HEE SENG SUNGAI RENGIT 81620,  Tiada Maklumat Daerah Johor",,Johor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.637612
753,SUBWAY SUTERA MALL(PEGACORN SDN. BHD.),SUBWAY,Halal,"
			 			 LOT L2-017 SUTERA MALL TAMAN SUTERA UTAMA 81300,  Tiada Maklumat Daerah Johor",,Johor,15/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230113-171943&type=P,PE,PE,2024-12-30 11:14:25.637764
754,LLAOLLAO AEON BUKIT INDAH(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LOT G47, AEON BUKIT INDAH SHOPPING CENTRE, NO.8, JALAN INDAH 15/2, Bukit Indah, Iskandar Puteri,  79100, Johor Bharu Johor",Bukit Indah,Johor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:25.637920
755,LLAOLLAO AEON BUKIT INDAH(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LOT G47, AEON BUKIT INDAH, Taman Bukit Indah, Iskandar Puteri,  79100, Johor Bharu Johor",Bukit Indah,Johor,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:25.638070
756,LLAOLLAO AEON MALL KULAIJAYA(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LOT G51, GROUND FLOOR, AEON MALL KULAIJAYA, Persiaran Indahpura Utama,  81000,  Johor",Kulai,Johor,31/08/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:25.638219
757,LLAOLLAO AEON TAMAN UNIVERSITI(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LOT LG03, AEON TAMAN UNIVERSITI, TAMAN UNIVERSITI, Skudai, 81300, Johor Bharu Johor",Skudai,Johor,31/10/2026,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:25.638348
758,LLAOLLAO AEON TEBRAU CITY(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LOT GK6, AEON TEBRAU CITY, JALAN DESA TEBRAU, Taman Desa Tebrau,  81100, Johor Bharu Johor",Tebrau,Johor,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:25.638474
759,LLAOLLAO AEON TEBRAU CITY(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LOT GK6, AEON TEBRAU CITY, JALAN DESA TEBRAU, Taman Desa Tebrau,  81100, Johor Bharu Johor",Tebrau,Johor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:25.638600
760,LLAOLLAO BANDAR PENAWAR(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 NO.43, JALAN JELUTONG 1, TAMAN DESARU UTAMA, Bandar Penawar,  81930, Kota Tinggi Johor",Kota Tinggi,Johor,31/07/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.795482
761,LLAOLLAO BATU PAHAT MALL(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LOT GK 33C, BATU PAHAT MALL, Jalan Kluang,  83000, Batu Pahat Johor",Kluang,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.795655
762,LLAOLLAO IOI MALL KULAI(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 G-K-22, IOI MALL KULAI, LEBUH PUTRA UTAMA, BANDAR PUTRA, Kulai, Johor. 81000,  Johor",Kulai,Johor,31/08/2026,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.795816
763,"LLAOLLAO JALAN BAKRI, MUAR(PETRA EMPIRE SDN BHD)",llaollao Malaysia,Halal,"
			 			 NO.297-5, ROOM 1, BATU 1 1/2, JALAN BAKRI, 84000, Muar Johor",Muar,Johor,15/04/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.795964
764,LLAOLLAO KLUANG MALL(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LOT NO. GK-07 & GK-07A, GROUND FLOOR,  Kluang Mall, Jalan Rambutan, 86000, Kluang Johor",Kluang,Johor,15/04/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.796120
765,LLAOLLAO KOTA TINGGI(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 NO.10, JALAN NIAGA, BANDAR KOTA TINGGI, Kota Tinggi 81900, Kota Tinggi Johor",Kota Tinggi,Johor,31/08/2026,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.796274
766,LLAOLLAO KSL CITY(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LG-030, LOWER GROUND FLOOR, KSL CITY, No.33, Jalan Seladang, Taman Abad,  80250, Johor Bharu Johor",Johor Bharu,Johor,31/07/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.796434
767,LLAOLLAO MIDVALLEY SOUTHKEY(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LGK-09, THE MALL MIDVALLEY SOUTHKEY, PERSIARAN SOUTHKEY 1, Kota Southkey,  80150, Johor Bharu Johor",Johor Bharu,Johor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.796600
768,LLAOLLAO MIDVALLEY SOUTHKEY(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LGK-09, THE MALL, MIDVALLEY SOUTHKEY, PERSIARAN SOUTHKEY 1, Kota Southkey,  80150, Johor Bharu Johor",Johor Bharu,Johor,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.796758
769,LLAOLLAO OLD COMMERCIAL STREET BATU PAHAT(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 NO.1-1, GROUND FLOOR, JALAN ROTAN KONG, Taman Sri Jaya,  83000, Batu Pahat Johor",Batu Pahat,Johor,15/04/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.797020
770,LLAOLLAO PARADIGM MALL JOHOR(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LOT GFK-15A & 15B, GROUND FLOOR, PARADIGM MALL JOHOR BAHRU, Jalan Bertingkat Skudai, Taman Bukit Mewah,  81200, Johor Bharu Johor",Johor Bahru,Johor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.797187
771,LLAOLLAO PARADIGM MALL JOHOR(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 LOT GFK-15A & 15B, GROUND FLOOR, PARADIGM MALL JALAN SKUDAI, 81200, Johor Bharu Johor",Skudai,Johor,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.797334
772,LLAOLLAO SEGAMAT(PETRA EMPIRE SDN BHD),llaollao Malaysia,Halal,"
			 			 NO.11, JALAN UTAMA 3/1, PUSAT KOMERSIAL SRI UTAMA, 85000, Segamat Johor",Segamat,Johor,15/04/2025,directory/slm_viewdetail.php?comp_code=COMP-20210608-111029&type=P,PE,PE,2024-12-30 11:14:26.797482
773,AWANA ASIAN KITCHEN(PGI CORPORATION SDN BHD),AWANA ASIAN KITCHEN,Halal,"
			 			 NO 42 & 44 JALAN RAWA 2, TAMAN DESA CEMERLANG ULU TIRAM JOHOR 81800, Johor Bharu Johor",Ulu Tiram,Johor,30/06/2026,directory/slm_viewdetail.php?comp_code=COMP-20120510-213223&type=P,PE,PE,2024-12-30 11:14:26.797643
774,FCD KOTA MASAI (3030512)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO. 13 JALAN RAMBAI 11,  TAMAN KOTA MASAI 81700, Johor Bharu Johor",Johor Bharu,Johor,31/01/2026,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:26.797808
775,FCD SERI IMPIAN KLUANG (3030531)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO. 86,  JALAN SERI IMPIAN 1/1 TAMAN SERI IMPIAN 86000, Kluang Johor",Kluang,Johor,15/02/2025,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:26.797970
776,FCD SERI IMPIAN KLUANG (3030531)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO. 86,  JALAN SERI IMPIAN 1/1 TAMAN SERI IMPIAN 86000, Kluang Johor",Kluang,Johor,15/02/2027,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:26.798130
777,FCD TANGKAK (3030530)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO.23, GROUND & 1ST. FLOOR JALAN PERNIAGAAN PAYAMAS PUSAT PERNIAGAAN PAYAMAS 84900, Tangkak (Daerah Kecil) Johor",Tangkak,Johor,15/02/2027,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:26.798272
778,FCD TANGKAK (3030530)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO.23, GROUND & 1ST. FLOOR JALAN PERNIAGAAN PAYAMAS PUSAT PERNIAGAAN PAYAMAS 84900, Tangkak (Daerah Kecil) Johor",Tangkak,Johor,15/02/2025,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:26.798417
779,PHD BANDAR SERI ALAM (3030043)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO. 6 JALAN SURIA 2 BANDAR SERI ALAM 81700, Johor Bharu Johor",Johor Bharu,Johor,15/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:26.798565
780,PHD BUKIT GAMBIR (3030129)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO. 2, TINGKAT BAWAH JALAN GAMBIR 5 PUSAT KOMERSIAL GAMBIR 84800, Muar Johor",Muar,Johor,15/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:27.874293
781,PHD FCD ANJUNG NUSAJAYA (3030524)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 LOT R9 ANJUNG NEIGHBOURHOOD CENTRE PERSIARAN LEDANG HEIGHTS 79250, Johor Bharu Johor",Johor Bharu,Johor,15/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:27.874460
782,PHD FCD LABIS (3030544)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 LOT. 110, JALAN SEGAMAT TAMAN BINTANG JAYA 85300, Segamat Johor",Segamat,Johor,31/07/2025,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:27.874596
783,PHD FCD SENAI AIRPORT (3030506)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 LOT E4, AEROMALL,  SENAI INTERNATIONAL AIRPORT, SENAI, 81400,  Johor",Senai,Johor,31/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:27.874730
784,PHD FCD SMALL BOX KELAPA SAWIT (3030206)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO. 2 JALAN IMPIANA 1 TAMAN IMPIANA KELAPA SAWIT 81030,  Johor",Kelapa Sawit,Johor,31/12/2025,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:27.874874
785,PHD FCD SMALL BOX SEGAMAT (3030203)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO. 23, JALAN PKY 1, PUSAT KOMERSIAL YAYASAN SEGAMAT, 85000, Segamat Johor",Segamat,Johor,15/04/2025,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:27.875005
786,PHD FCD TAMAN TASIK INDAH (3030542)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO.43A, JALAN TASIK INDAH 1/1, TAMAN TASIK INDAH, 86000, Kluang Johor",Kluang,Johor,15/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:27.875140
787,PHD FCD TAMAN TASIK INDAH (3030542)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO.43A JALAN TASIK INDAH 1/1 TAMAN TASIK INDAH 86000, Kluang Johor",Kluang,Johor,15/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:27.875275
788,PHD FCDSB BUKIT BAKRI MUAR (3030212)(PHD DELIVERY SDN BHD),PHD DELIVERY SDN BHD,Halal,"
			 			 NO. 5 JALAN SINAR BAKRI 1 JALAN BAKRI 84000, Muar Johor",Muar,Johor,30/06/2026,directory/slm_viewdetail.php?comp_code=COMP-20110421-203929&type=P,PE,PE,2024-12-30 11:14:27.875410
